comercio,direccion,telefono,horario,descripcion,locales,comercio link,comerciourl,descuento,descuento2,categoria url,logo url,beneficio url,beneficio,beneficio url2
Déjate Besar,"Raúl Labbé 12.863, Lo Barnechea.",9553214,Lu-Sá: 20:00 a 01:00 hrs.  Do: 13:00 a 16:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Déjate Besar,www.dejatebesar.cl,,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_dejatebesar.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_dejatebesar&PAIS=CL&CLASS=7_0,,
Infante 51,"José Manuel Infante 51, Providencia.",2366771,Lu-Ju: 13:00 a 15:30 y 20:00 a 23:30 hrs. Vi-Sá: 13:00 a 15:30 y 20 a 24 hrs.  Do: 13:00 a 15:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Infante 51,www.infante51.cl,Infante,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_infante51.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_infante51&PAIS=CL&CLASS=7_0,,
Le Due Torri,"Isidora Goyenechea 2908, Las Condes.",2313427-2321509,Lu-Ju: 13:00 a 16:00 y 20:00 a 00:00 hrs.  Vi-Sá: 13:00 a 16:00 y 20:00 a 00:30 hrs.  Do: 13:00 a 16:30 y 20 a 00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,Le Due Torri,,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_duetorri.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_lst_loc&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_duetorri1&PAIS=CL&CLASS=7_0
Le Due Torri,"Monseñor Escrivá de Balaguer 6400, local 1A, Vitacura.",2478484-2478491,Lu-Ju: 13:00 a 16:00 y 20:00 a 00:00 hrs. Vi-Sá: 13:00 a 16:00 y 20:00 a 00:30 hrs. Do: 13:00 a 16:30 y 20:00 a 23:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Vitacura,Le Due Torri,,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_duetorri.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_lst_loc&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_duetorri2&PAIS=CL&CLASS=7_0
Le Due Torri,"San Antonio 258, Santiago.",6333799-6397609,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Santiago,Le Due Torri,,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_duetorri.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_lst_loc&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_duetorri3&PAIS=CL&CLASS=7_0
El Otro Sitio,"Monseñor Escrivá de Balaguer 6400, local 2. Vitacura.",2180105,Do-Ju: 12:30 a 00:00 hrs.  Vi-Sá: hasta 01:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Vitacura,El Otro Sitio,www.elotrositio.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_otrositio.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_otrositio&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_os_vitacura&PAIS=CL&CLASS=7_0
El Otro Sitio,Avda Kennedy 5413 Local 368. Las Condes.,2205800,Do-Ju: 12:30 a 00:00 hrs. Vi-Sá: hasta las 01:00 Hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,El Otro Sitio,www.elotrositio.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_otrositio.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_otrositio&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_os_lascondes1&PAIS=CL&CLASS=7_0
El Otro Sitio,"Avda. Kennedy 9001, Local 3260. Las Condes.",9543600,Do-Ju: 12:30 a 00:00 hrs. Vi-Sá: hasta las 01:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,El Otro Sitio,www.elotrositio.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_otrositio.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_otrositio&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_os_lascondes2&PAIS=CL&CLASS=7_0
El Otro Sitio,Antonia Lope de Bello 53. Providencia.,7773059 - 7779389,Do-Ju: 13:00 a 24:00 hrs.  Vi-Sá: 13.00 a 01.00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa, Descuento no acumulable con otros descuentos y promociones. Convenio válido hasta el 30/06/2012.",Providencia,El Otro Sitio,www.elotrositio.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_otrositio.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_otrositio&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_os_provi&PAIS=CL&CLASS=7_0
Etniko,"Constitución 172, Providencia.",7320119,Lu-Ma: 20:00 a 24:00 hrs. Mie-Ju: 20:00 a 01:00 hrs.  Vi-Sá: 20:00 a 02:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Etniko,www.etniko.cl,,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_etniko.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_etniko&PAIS=CL&CLASS=7_0,,
La Tabla,"Jose Maria Escrivá de Balaguer 6400 local 5, Vitacura.",218 01 15,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,La Tabla,www.latablarestaurant.cl,La,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_tabla.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_latabla&PAIS=CL&CLASS=7_0,,
Emilio,"Jose Maria Escrivá de Balaguer 5970, Vitacura.",2183773- 2183286 - 9536949 - 9536950,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Emilio,www.restaurantemilio.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_emilio.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_emilio&PAIS=CL&CLASS=7_0,,
Squadritto Ristorante,"Rosal 332 - Barrio Lastarria, Santiago.",6322121,Lu - Sá: 12:30 a 16.00 y 19:00 a 23:30 hrs. Do: 12:30 a 17:00 hrs,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Squadritto Ristorante,www.squadrittoristorante.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_squadritto.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_squadritto&PAIS=CL&CLASS=7_0,,
Majestic,"Avenida Kennedy 9001 Local 3236, Las Condes.",2131422,Do - Ju: 12:30 a 16:00 hrs y de 19:30 a 23:00 hrs. Vi - Sá: 12:30 a 16:00 hrs. y de 19:30 a 24:00,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,Majestic,www.majestic.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_majestic.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_majestic_loc&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_majestic1&PAIS=CL&CLASS=7_0
Majestic,"Santo Domingo 1526, Santiago Centro.",6958366,Do - Ju: 12:30 a 16:00 hrs y de 19:30 a 23:00 hrs. Vi - Sá: 12:30 a 16:00 hrs. y de 19:30 a 24:00,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Santiago,Majestic,www.majestic.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_majestic.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_majestic_loc&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_majestic2&PAIS=CL&CLASS=7_0
Casa Mar,"Av. Padre Hurtado 1480, Vitacura.",9542112,Lu-Sá: 13 a 16 y 19:30 a 24 hrs. Do 13:00 a 15:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Casa Mar,www.restaurantcasamar.cl,,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_casa_mar.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pri_casamar&PAIS=CL&CLASS=7_0,,
Caprese,"Av. Kennedy 9001, local 3229, Las Condes.",02-9541335,Do-Ju: 12:30 a 23:30 hrs. Vi-Sá: 12:30 a 00:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Caprese,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_caprese.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_caprese&PAIS=CL&CLASS=7_0,,
La Calma de Rita,"Camino Santa Rita 2672, Pirque.",8556704,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,La Calma de Rita,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_calmarita.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_nac_calmarita&PAIS=CL&CLASS=7_0,,
La Querencia,"Av. Las Condes 14.980, Las Condes.",3215962,Lu-Ju y Do: 13:00 a 01:30 hrs.  Vi-Sa: 13:00 a 03:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,La Querencia,www.laquerencia.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_querencia.gif,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_querencia&PAIS=CL&CLASS=7_0,,
Mi Tribu,"Tobalaba 12,175, Peñalolen",02-7581233,Ma - Sa 13:00 a 24:30 hrs. Lu y Do 13:00 a 16:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Mi Tribu,www.mitribu.cl,Trattoría,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_mitribu.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pas_mitribu&PAIS=CL&CLASS=7_0,,
Pizzaiolo,"Walker Martínez 551, Puerto Varas.",65-282813,Lu-Do: 13:00 a 24:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Pizzaiolo,,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_pizzaiolo.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pas_pizzaiolo&PAIS=CL&CLASS=7_0,,
Paladares,"Av. Italia 1034, Providencia.",2251985,Lu-Vi: 12:30 a 15:45 Y 20:00 a 23:30 hrs. Sa: 20 a 23:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Paladares,www.restaurantpaladares.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_paladares.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_paladares&PAIS=CL&CLASS=7_0,,
Damaris,"General Holley 2315, Providencia",3340414 - 3341372,Ma - Sá 13:00 a 03:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Damaris,www.damarisrestaurant.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_damaris.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_damaris&PAIS=CL&CLASS=7_0,,
Las Carnes de Bellavista,"Mallinkrodt 184, Providencia",7321946,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Las Carnes de Bellavista,,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_cbellavista.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bellavista&PAIS=CL&CLASS=7_0,,
El Apero,"Monseñor Escrivá de Balaguer 6400 local 3, Vitacura.",218 01 10,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,El Apero,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_el_apero.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_nac_elapero&PAIS=CL&CLASS=7_0,,
Mesón Austral,"Constitución 270, Providencia",02-7772540,Lu - Do: 13:00 a 16:00 hrs. Ma - Sá: 20:00 a 23.30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Mesón Austral,,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_meson.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pes_meson&PAIS=CL&CLASS=7_0,,
El Rincón del Botero,"General Holley 2368, Providencia.",3358580,Lu - Ma - Do: 12:00 a 18:00 hrs. Mi - Ju: 12:00 a 02:00 hrs. Vi - Sa: 12:00 a 03:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas. Máximo 8 personas por mesa con previa reserva.",,El Rincón de Botero,www.elrincondebotero.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_botero.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_botero&PAIS=CL&CLASS=7_0,,
Los Sabores del Inca,"Ernesto Pinto Lagarrige 251, Recoleta",7773505,Do - Ju: horario continuado hasta 00:00 hrs.  Vi-Sá: hasta las 01:00 am.hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Los Sabores del Inca,www.lossaboresdelinca.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_sabores_del_inca.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_saboresinca&PAIS=CL&CLASS=7_0,,
