comercio,direccion,telefono,horario,descripcion,locales,comercio link,comerciourl,descuento,descuento2,categoria url,logo url,beneficio url,beneficio,beneficio url2
Bariloche,"Terrazas Mall Plaza Oeste, Cerrillos.",3659266,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Cerrillos,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_cerri&PAIS=CL&CLASS=7_0
Bariloche,"Mall Plaza Alameda, Estación Central.",8987856,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Estación Central,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_alameda&PAIS=CL&CLASS=7_0
Bariloche,"Nueva Tajamar 265, Las Condes.",3609185,Lu-Vi: 9:00 a 23:00 hrs.  Sá: 9:00 a 17:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_lascond&PAIS=CL&CLASS=7_0
Bariloche,"Av. Isidora Goyenechea 2890, Las Condes.",3661190,Lu-Vi: 9.00 a 23:00 hrs.  Sá: 9:00 a 17:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Las Condes,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_lascond2&PAIS=CL&CLASS=7_0
Bariloche,"Mall Plaza Vespucio, La Florida.",3659266,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",La Florida,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_florida&PAIS=CL&CLASS=7_0
Bariloche,"Boulevard Mall Arauco Maipú, Américo Vespucio 399 Maipú.",3640253,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",Maipú,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_maipu&PAIS=CL&CLASS=7_0
Bariloche,"Mall Plaza Sur, San Bernardo.",3659217,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",San Bernardo,Bariloche,www.churrasqueriabariloche.cl,25%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_carne_bariloche.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_lista_locales&PAIS=CL&CLASS=7_0,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_bari_sbrdo&PAIS=CL&CLASS=7_0
Aki Sushi,"Avenida Manquehue Sur 1150, Las Condes",9525440,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Aki Sushi,www.akisushi.cl,Aquí,30%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_aki_sushi.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_ori_akisushi&PAIS=CL&CLASS=7_0,,
Alfresco,"Av. Las Condes 7542, Las Condes.",2118054,Lu-Sá: 13:00 a 16:00 y 20:00 a 24:00 hrs.  Do: 13:00 a 17:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Alfresco,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_alfresco.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_alfr_lcond&PAIS=CL&CLASS=7_0,,
Peruanisimo Alfresco,"Loreto 509, Recoleta.",737 93 40,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Peruanisimo Alfresco,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_peruanisimo.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_alfr_reco&PAIS=CL&CLASS=7_0,,
Coco Loco,"El Bosque Norte 0215, Las Condes.",2313082,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Coco Loco,,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_coco_loco.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pes_cocoloco&PAIS=CL&CLASS=7_0,,
Finitezza,"Vitacura 5255, Local 7 y 8, Vitacura.",2181353,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Finitezza,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_finitezza.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pas_finitezza&PAIS=CL&CLASS=7_0,,
Las Delicias Del Inca,"Avda. Condell 868, Providencia.",6356356,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Las Delicias del Inca,,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_delicias.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_delicias&PAIS=CL&CLASS=7_0,,
Madera y Carbón,"Av. Las Condes 7789, Las Condes.",2017114,Lu-Ju: 12:30 a 23:00 hrs. Vi-Sá: 12:30 a 24:00 hrs. Do: 12:30 a 18:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Madera y Carbón,www.maderaycarbonlascondes.cl,Madera,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_madera.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_madera&PAIS=CL&CLASS=7_0,,
Misaki,"Av. Vitacura 5461, Vitacura",2190370,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Misaki,www.misaki.cl,,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_misaki.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_ori_misaki&PAIS=CL&CLASS=7_0,,
Da Alessandro - Ristorante,"Rengifo Nº 815, Puerto Montt.",65-282813,Lu-Do: 13:00 a 24:00 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Da Alessandro,,Da,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_alessandro.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_pas_alessandro&PAIS=CL&CLASS=7_0,,
El Gusto Peruano,"Tegualda 1746, Ñuñoa.",225 36 86,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,El Gusto Peruano,www.restaurantgustoperuano.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_gustoperu.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_gusperu&PAIS=CL&CLASS=7_0,,
Fusión Peruana,"Francisco Bilbao 947, Providencia.",3415259,Lu - Sá: 13:00 a 16:00hrs. y 20:00 a 00:00 hrs. Do: Sólo Almuerzo.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Fusión Peruana,www.fusionperuanarestaurant.cl,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_fusion.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_fusion&PAIS=CL&CLASS=7_0,,
Guria,"Manuel Montt 1599, Providencia.",4746605,,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Guria,,20%,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_guria.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_car_guria&PAIS=CL&CLASS=7_0,,
Soul of India,"Vitacura 4111, Vitacura.",2282825,Lu-Ju: 12:30 a 15:30 y 19:30 a 23:00 hrs. Vi-Sá: 19:30 a 24:00 hrs. Do: 12:30 a 15:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Soul of India,,Soul,20%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_soul_india.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_soulindia&PAIS=CL&CLASS=7_0,,
Ummo,"Pérez Valenzuela  1470, Providencia.",2357252,Lu-Vi: 13:00 a 16:00 y 19:00 a 01:30 hrs. Sá: 18:00 a 02:30 hrs.,"Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos, se excluye propinas, cigarrillos, menús, happy hours, despacho a domicilio y otras promociones u ofertas.",,Ummo,,,25%,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRrestaurantes&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/res_lg_ummo.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRr_int_ummo&PAIS=CL&CLASS=7_0,,
Tua,"Avenida Apoquindo 6021, Local 22, Las Condes.",,Lu-Vi: 9:30 a 21:00 hrs.  Sá: 10:00 a 21:00 hrs.,Solicite el descuento al momento de pagar con CMR Visa.Convenio válido hasta el 30/06/2012.,Apumanque,Tua,www.tua.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_tua.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua&PAIS=CL&CLASS=7_7,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua2&PAIS=CL&CLASS=7_7
Tua,"Av. Vicuña Mackenna Oriente 7110, local M-9, La Florida.",,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,Solicite el descuento al momento de pagar con CMR Visa.Convenio válido hasta el 30/06/2012.,Mall Plaza Vespucio,Tua,www.tua.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_tua.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua&PAIS=CL&CLASS=7_7,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua11&PAIS=CL&CLASS=7_7
Tua,"Esmeralda 845, Santiago.",,Lu-Vi: 10:00 a 20:00 hrs.  Sá: 10:00 a 14:00 hrs.,Solicite el descuento al momento de pagar con CMR Visa.Convenio válido hasta el 30/06/2012.,Esmeralda,Tua,www.tua.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_tua.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua&PAIS=CL&CLASS=7_7,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua7&PAIS=CL&CLASS=7_7
Tua,"San Antonio 268, Santiago.",,Lu-Vi: 10:00 a 20:00 hrs.  Sá: 10:00 a 14:00 hrs.,Solicite el descuento al momento de pagar con CMR Visa.Convenio válido hasta el 30/06/2012.,San Antonio 1,Tua,www.tua.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_tua.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua&PAIS=CL&CLASS=7_7,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua8&PAIS=CL&CLASS=7_7
Tua,"Av. 5 de Abril 23, Maipú.",,Lu-Vi: 10:00 a 20:00 hrs.  Sá: 10:00 a 16:00 hrs.,Solicite el descuento al momento de pagar con CMR Visa.Convenio válido hasta el 30/06/2012.,Maipú,Tua,www.tua.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_tua.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua&PAIS=CL&CLASS=7_7,20% de descuento en TUA todos los martes y miércoles.  Acumulable con otras promociones.,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_tua21&PAIS=CL&CLASS=7_7
Easy Nails,"Rosario Sur 201, Las Condes",,40% de descuento en coloración y Mechas.  Coloración INOA de Loreal + Mechas  Shades + Masaje capilar Kerastase KERA-SOIN.,Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos y promociones.Convenio válido hasta el 30/06/2012.,,Easy Nails,www.easynails.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_easy.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_easy&PAIS=CL&CLASS=7_7,40% de descuento en coloración y Mechas.  Coloración INOA de Loreal + Mechas  Shades + Masaje capilar Kerastase KERA-SOIN.,
Vitaestetic,"Av. Nueva Costanera 4229 loc. 4, Vitacura.",,Lu-Vi: 09:00 a 20:00hrs. Sá: 09:00 a 13:30hrs.,Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos y promociones.Convenio válido hasta el 30/06/2012.,,Vitaestetic,www.vitaestetic.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_vita.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_vita&PAIS=CL&CLASS=7_7,"20% dcto. en todos los servicios. Excluye venta de productos, tratamientos médicos y otras promociones.",
Instituto Meridien,"Condell 1015, Providencia.",,Lu-Mi-Vi: 09:30 a 22:00hrs. Ma-Ju: 09:30 a 20:00hrs.,Solicite el descuento al momento de pagar con CMR Visa. Descuento no acumulable con otros descuentos y promociones.Convenio válido hasta el 30/06/2012.,,Instituto Meridien,www.meridien.cl,,,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRBeneficios&PAIS=CL,http://www.cmrfalabella.com/b2cfapr/CMRCORP/grafica/imgs/CL/bell_meridien.jpg,http://www.cmrfalabella.com/b2cfapr/CMRCORP/logica/jsp/CMRCORPFFLogin.jsp?PAGINA=CMRb_meridien&PAIS=CL&CLASS=7_7,"25% Dcto. en taller de cuidado personal de rostro, manos y automaquillaje. 20% Dcto. en talleres de manicure, depilación, reflexiología, drenaje post operatorio y Maquillaje social. Excluye otras promociones.",
