logo restaurant,comercio,direccion,horarios,especialidad,precio,otros,web,descripcion,beneficio url
http://www.clubdelectores.cl/fotos/2009/04/13/20090413_aqua.jpg,Acqua,"Av. Borgoño 23333, Concón. (32) 254 6400","Desayuno 6:30 a 10:30 hrs. Almuerzo 12:30 a 15:00 hrs. Cena 19:30 a 23:00 hrs.",Internacional,$36.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=70
http://www.clubdelectores.cl/fotos/2012/04/13/20120413_alfresco.JPG,Alfresco,Av Las Condes 7542,Lunes a sábado/almuerzo y cena. Domingo Almuerzo,Peruana,$32.000,,www.alfresco.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=58
http://www.clubdelectores.cl/fotos/2012/05/07/20120507_alfresco.jpg,Alfresco Peruanísimo,"Loreto 509, Recoleta",,Peruana,$28.000,,www.peruanisimo.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=2
http://www.clubdelectores.cl/fotos/2011/03/15/20110315_amaran1.jpg,Amaranto,Alameda 632 Santiago Centro,"De lunes a domingo, almuerzo y cena. Desde las 12:00 a 15:30 hrs. y 19:00 a 23:00 hrs.",De Autor,$24.000,,www.caesarbusiness.com,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=87
http://www.clubdelectores.cl/fotos/2009/04/13/20090413_ambrosia.jpg,Ambrosia,"Merced 838 A, Santiago Centro. (2)697 2023.",Lunes a Viernes hora de almuerzo,Internacional,$26.000,,www.ambrosia.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=60
http://www.clubdelectores.cl/fotos/2010/08/02/20100802_apple.jpg,Applebee´s Cantagallo,"Av. Las condes 12340. (2) 9550404",Domingo a Jueves de 12:00 a 00 hrs. Viernes y Sábado de 12:00 a 01:00 hrs.,Americana,$19.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=92
http://www.clubdelectores.cl/fotos/2010/08/02/20100802_apple.jpg,Applebee´s Vitacura,"Av. Vitacura 6345. (2)247 8817",Domingo a Jueves de 12:00 a 00 hrs. Viernes y Sábado de 12:00 a 01:00 hrs.,Americana,$19.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=93
http://www.clubdelectores.cl/fotos/2010/12/29/20101229_kennedy.jpg,Aquarium,"Av. Kennedy 4570. (2)290 8100 y (2)290 8125",Desayuno 06:30 ? 10:30 hrs. / Almuerzo 12:30 ? 16:00 hrs/Cena 19:00 ? 24:00 hrs,Internacional,$39.000,"""Carta del Conductor"". Es una variada oferta de deliciosos y sorprendentes cócteles sin alcohol, preparadas especialmente para el que maneja. En las tardes Bar Brandy ofrece un Happy Hour que ya es un hit en Santiago , ideal para después del trabajo e incluso para reuniones y juntas de negocio",www.hotelkennedy.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=34
http://www.clubdelectores.cl/fotos/2012/08/30/20120830_artaban.jpg,Artabán,Cerro el plomo 5630 local 201-202,,,"Almuerzo $30.000, After office $24.000.","25% descuento. Teléfono: 02-2420783.",,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=202
http://www.clubdelectores.cl/fotos/2012/06/06/20120606_asi.jpg,Asian,"Monseñor Escrivá de Balaguer 6400, L5, BordeRío. Fono: (2) 219 2014",,China,$35.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=195
http://www.clubdelectores.cl/fotos/2009/04/09/20090409_azul-profundo.jpg,Azul Profundo,"Constitución 111, Bellavista Providencia. (2) 738 0288",Lunes a domingo almuerzo y cena.,Pescados y Mariscos,$32.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=54
http://www.clubdelectores.cl/fotos/2011/07/04/20110704_bas1.jpg,Basílico Bistró,"Av. Nueva Costanera 3832, Local 2, Vitacura. (2) 228 9084","De lunes a sábado horario continuado. Domingo, sólo almuerzo.",Mediterráneo,$32.000,,www.basilicobistro.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=117
http://www.clubdelectores.cl/fotos/2012/03/07/20120307_borderio.jpg,BORDERÍO,Av. José María Escrivá de Balaguer,"Lunes a domingo, excepto festivos.",,,"Almuerza y cena con hasta un 25% de descuento en todos los restaurantes de Borderío por todo el mes de septiembre de 2012. Beneficio exclusivo para socios de Club de Lectores de El Mercurio.",www.borderio.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=187
http://www.clubdelectores.cl/fotos/2010/09/03/20100903_botesalva.jpg,Bote Salvavidas,"Muelle Prat s/n, Piso 2. (32) 225 1477",,Pescados y Mariscos,$30.000,,www.restaurantbotesalvavidas.cl/,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=124
http://www.clubdelectores.cl/fotos/2009/04/08/20090408_brick-r.jpg,Brick,"Av. Vitacura 2610, Las Condes. (2) 923 1246","Desayuno 6:30 a 10:30 hrs. Almuerzo 12:30 a 15:30 hrs. Cena 19:00 a 23:00 hrs",Francesa,$32.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=35
http://www.clubdelectores.cl/fotos/2012/04/13/20120413_brick,Brick Iquique,"Av. Arturo Prat 3939, Iquique. (57) 242 500",Desayuno 5:30 a 10:30 hrs. / Almuerzo 12:30 a 15:30 hrs. / Cena 19:00 a 23:00 hrs.,Internacional,$35.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=68
http://www.clubdelectores.cl/fotos/2009/05/28/20090528_brick,Brick Antofagasta,"Av. Ejército 01151, Antofagasta. (55) 350 400",Desayuno 6:30 a 10:30 hrs. / Almuerzo 12:30 a 15:30 hrs. / Cena 19:00 a 23:00 hrs.,Internacional,$35.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=69
http://www.clubdelectores.cl/fotos/2011/08/08/20110808_brissa.jpg,BRISA,"Av. del Mar 1000, La Serena. Tel: (51) 221 262.",,Internacional,$20.000,,www.clublaserena.com,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=173
http://www.clubdelectores.cl/fotos/2012/03/30/20120330_burguers.jpg,BURGERS BEERS AND BOARDS,"Av. Las Condes 13451, local L 102.",,,$15.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=190
http://www.clubdelectores.cl/fotos/2009/04/04/20090404_camino-real.jpg,Camino Real Enoteca,"Enoteca del Cerro San Cristóbal (acceso por Pedro de Valdivia Norte), Providencia. (2) 232 3381",Almuerzo: 12.30hrs a 16.30hrs. Comida: 20.00hrs. a 23.30hrs,Internacional,$38.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=39
http://www.clubdelectores.cl/fotos/2009/04/08/20090408_caprese.jpg,Caprese Mirador del Alto,"Av. Presidente Kennedy 9001, Mirador del Alto, Mall Alto Las Condes, Las Condes. (2) 954 1335",Domingo a jueves 12:30 a 23:30. Viernes-sábados: 12:30 a 00:30.,Italiana,$17.500,,http://www.restaurantcaprese.cl/,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=3
http://www.clubdelectores.cl/fotos/2010/06/10/20100610_coco.jpg,COCO LOCO,"Av. El Bosque Norte 0215, Las Condes. (2) 233 8930, (2) 231 3082",,Pescados y Mariscos,$32.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=114
http://www.clubdelectores.cl/fotos/2010/09/03/20100903_colombina.jpg,Colombina Restaurant,"Paseo Yugoslavo, Pasaje Apolo 77 - 91, Cerro Alegre, Valparaíso. (32) 223 6254",,Internacional,$ 24.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=110
http://www.clubdelectores.cl/fotos/2011/09/07/20110907_comandary.jpg,Comandary,Antonia López de Bello 178. Reservas al 732 5294 www.comandary.cl,Lunes a domingo de 12 a 16 hrs. De martes a sábado de 19 a 1 am.,Chilena,$20.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=174
http://www.clubdelectores.cl/fotos/2011/10/28/20111028_1a.jpg,Cozzinate,"Gerónimo de Alderete 1380, Vitacura (2) 982 9952",,Italiana,$ 17.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=168
http://www.clubdelectores.cl/fotos/2010/09/03/20100903_40sillas.jpg,Cuarenta Sillas,"Lientur 905, Barrio Condell, Concepción. (41) 319 5109 y (6) 620 8714",,De Autor,$20.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=137
http://www.clubdelectores.cl/fotos/2012/04/13/20120413_danubio.jpg,Danubio Azul,"Reyes Lavalle 3240. (2) 234 4688","Lunes a domingo, almuerzo y cena",China,$30.000,,www.danubioazul.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=9
http://www.clubdelectores.cl/fotos/2012/02/27/20120227_can1.jpg,DE CANGREJO A CONEJO,Urbano la Dehesa,hasta el 31 de marzo,,30.000,"25% dcto. en el total de tu cuenta, pagando con tu tarjeta Club de Lectores American Express,. 20% dcto. cheque, efectivo y tarjeta de débito Con otras tarjetas de crédito.",,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=185
http://www.clubdelectores.cl/fotos/2011/10/28/20111028_1b.jpg,Del Carajo,"Hipódromo de Chile 1570, Independencia, (2) 732 7632.",,Peruana,$ 27.000,,http://www.delcarajo.cl/,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=180
http://www.clubdelectores.cl/fotos/2011/10/12/20111012_landeo.jpg,Donde Landeo,José Manuel Infante 1020,,Peruana,$ 20.000,,www.dondelandeo.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=181
