logo restaurant,comercio,direccion,horarios,especialidad,precio,otros,web,descripcion,beneficio url
http://www.clubdelectores.cl/fotos/2009/04/04/20090404_el-apero.jpg,El Apero,"Monseñor Escrivá de Balaguer 6400, Local 3, Vitacura. (2) 218 0110",Lunes a domingo almuerzo y cena.,Chilena,$28.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=21
http://www.clubdelectores.cl/fotos/2010/03/05/20100305_chalan.jpg,El Chalan,"Manuel Montt 1616. (2) 204 0989",,Peruana,$30.000,Ven a disfrutar de un momento entretenido en el conocido restaurante peruano ?El Chalán? junto a la mejor gastronomía del país vecino y para quienes asistan los días viernes desde las 21:30 hasta las 23.00 hrs. podrán asombrarse con las maravillas del Mago Rodrigo Ponce quien irá mesa por mesa reali,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=115
http://www.clubdelectores.cl/fotos/2011/10/28/20111028_1c.jpg,El Huerto,"Orrego Luco Norte 054 (2) 233 2690",Horario: Lunes a sábado horario continuado / domingo sólo almuerzos,Chilena,$20.000,,www.elhuerto.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=41
http://www.clubdelectores.cl/fotos/2011/08/08/20110808_puertocallao.jpg,El Otro Puerto Callao,"Av. Vitacura 8151, Vitacura. Tel: 224 5477",,Peruana,$35.000,,www.elotropuertocallao.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=171
http://www.clubdelectores.cl/fotos/2011/10/27/20111027_elotrositio.jpg,El Otro Sitio,"Antonia López de Bello 53, Bellavista. (2) 777 3059","Lunes a domingo, almuerzo y cena",Peruana,$35.000,,www.elotrositio.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=55
http://www.clubdelectores.cl/fotos/2011/03/16/20110316_elcuadro.jpg,Estancia El Cuadro,"Camino La Vinilla Km 14, Casablanca, (32)215 6817",,Chilena,$44.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=160
http://www.clubdelectores.cl/fotos/2011/07/11/20110711_fogongaucho.jpg,Fogón del Gaucho,"Av. El Bosque Sur 107, Providencia (2) 3349549",,Carnes,$22.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=169
http://www.clubdelectores.cl/fotos/2009/12/11/20091211_granmuseo2.jpg,Gran Museo Perú Fusión,"Lo gallo 1766. (2) 2029061",Domingo sólo almuerzo.,Peruana,$25.000,,www.granmuseo.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=95
http://www.clubdelectores.cl/fotos/2009/04/09/20090409_guria.jpg,Guria,"Manuel Montt 1599. (2) 474 6605.",Martes a sábado almuerzo y cena / domingo sólo almuerzo,Española,$26.000,,www.guria.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=44
http://www.clubdelectores.cl/fotos/2011/01/25/20110125_antu1.jpg,Hotel Antumalal,"Km 2, Camino Pucón ? Villarrica, Pucón. (45) 441 011","Lunes a Domingo continuado desayuno, almuerzo y cena",De Autor,$36.000,,www.antumalal.com,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=101
http://www.clubdelectores.cl/fotos/2009/04/04/20090404_ibis.jpg,Ibis de Pto. Varas,"Monseñor Escrivá de Balaguer 6400 , L4",Lunes a domingo/Almuerzo de 12:30 hrs a 16:00 hrs /Cena de 19:30 hrs a 24:00 hrs,Internacional,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=25
http://www.clubdelectores.cl/fotos/2012/02/29/20120229_ica2.jpg,ICA,"Isidora Goyenechea 2939 , Fono. 3699150",,Peruana,$28.500,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=186
http://www.clubdelectores.cl/fotos/2012/07/05/20120705_casa.jpg,La casa en el Aire,"19 de Abril 3561, local 119, subsuelo-Boulevard, Plaza Ñuñoa.",,Internacional,$15.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=196
http://www.clubdelectores.cl/fotos/2009/04/08/20090408_la-cascade.jpg,La Cascade,"Monseñor Escrivá de Balaguer 6400, L8",De 12:30 a 15:00 y 20:00 a 23:00 hrs.,,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=26
http://www.clubdelectores.cl/fotos/2011/10/28/20111028_1d.jpg,La Copa Feliz,"Echeñique 6315. (2) 226 2400",,Chilena,$26.000,,www.lacopafeliz.cl,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=83
http://www.clubdelectores.cl/fotos/2012/07/05/20120705_fatt.jpg,La Fattoria Hotel Regal Pacific,"Av. Apoquindo 5680. (2) 377 6000",,Internacional,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=116
http://www.clubdelectores.cl/fotos/2012/08/01/20120801_greda-logo.jpg,La Greda,"19 de Abril 3561, local 115, 117 B, 119 A",25% descuento.,Chilena,$20.000.-,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=199
http://www.clubdelectores.cl/fotos/2009/09/02/20090902_leonera.jpg,La Leonera Codegua,"Camino La Leonera s/n, codegua, Rancagua. (72) 625 151","Lunes a Domingo continuado desayuno, almuerzo y cena",Chilena,$ 28.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=102
http://www.clubdelectores.cl/fotos/2012/09/04/20120904_Logo,La Pescadería,"Monseñor Escrivá de Balaguer 6400, local 7, Vitacura",,Chilena,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=205
http://www.clubdelectores.cl/fotos/2011/10/24/20111024_larambla2.jpg,La Rambla,"Tabancura 1344, Vitacura (2) 954 2544",,Sandwichería,$13.500,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=179
http://www.clubdelectores.cl/fotos/2009/04/08/20090408_la-tabla.jpg,La Tabla,"Av. Monseñor Escrivá de Balaguer 6400, local 5, Vitacura. 218 0114 y 218 0115",,Española,$34.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=79
http://www.clubdelectores.cl/fotos/2009/05/06/20090506_Borderio.jpg,Le Due Torri,"Monseñor Escrivá de Balaguer 6400, local 1, Vitacura",Lunes a domingo almuerzo y cena,,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=7
http://www.clubdelectores.cl/fotos/2011/09/08/20110908_lescomperes.jpg,LES COMPERES,"General Flores 229, Providencia, (2) 716 2424.",,Internacional,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=178
http://www.clubdelectores.cl/fotos/2012/08/01/20120801_LIZARRAN.jpg,Lizarrán,"Av. Andrés Bello 2447, Local 5133. Mall Costanera Center.","25% de descuento pagando con Tarjeta del Club de Lectores de El Mercurio, efectivo, cheque o débito. 20% de descuento pagando con otras tarjetas de crédito",De Autor,$28.000,,http://www.lizarran.es/,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=198
http://www.clubdelectores.cl/fotos/2011/10/28/20111028_1e.jpg,Los Insaciables,"Andrés de Fuenzalida 40, Providencia. (2)232 3668, (2)231 7384.",,Italiana,Precio promedio por pareja: $18.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=156
http://www.clubdelectores.cl/fotos/2012/08/30/20120830_MaderA.jpg,Madera y Carbón,"Avenida Las Condes 7789, Las Condes.",,,$24.000,"25% de descuento pagando con Amex, efectivo, cheque y débito. 20% de descuento pagando con otras tarjetas de crédito.",,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=203
http://www.clubdelectores.cl/fotos/2012/04/03/20120403_magno.jpg,Magno Club,"Dardignac 0145, (2) 234 0101",,Chilena,$30.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=191
http://www.clubdelectores.cl/fotos/2009/09/02/20090902_maiko.jpg,Maiko Sushi Colina,"Paseo Colina sur 14.500, local 130. Laguna piedra roja. (2) 946 4888",Lunes a Domingo almuerzo y cena,Japonesa,$16.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=97
http://www.clubdelectores.cl/fotos/2009/09/02/20090902_maiko.jpg,Maiko Sushi Huechuraba,"Av. Pedro fontova 6251, locales 11-34-35. (2) 721 2300",Lunes a Domingo almuerzo y cena,Japonesa,$16.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=96
http://www.clubdelectores.cl/fotos/2010/07/26/20100726_maiko.jpg,Maiko Sushi Providencia,"Barros Borgoño 88, Providencia. (2)2642284.",Lunes a Domingo almuerzo y cena,Japonesa,$16.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=130
http://www.clubdelectores.cl/fotos/2012/08/01/20120801_majestic.jpg,Majestic,Santo Domingo 1526,Descuento standard para socios Club de lectores,India,$ 30.000 por pareja,,http://www.majestic.cl/,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=200
http://www.clubdelectores.cl/fotos/2011/03/15/20110315_marcini.jpg,Mar Cini Pasta e Mare,"Paseo El Mañío 1632. (2) 953 6044",,Italiana,$29.000,,,"Beneficio válido sólo en estos restaurantes presentando tu tarjeta Club de Lectores de El Mercurio vigente y cédula de identidad. 25% de descuento pagando con tu tarjeta Club de Lectores American Express®, efectivo, cheque o tarjeta débito. 20% de descuento pagando con otras tarjetas de crédito. Descuento aplicable a un máximo de 8 personas por mesa desde el 2 de septiembre al 6 de octubre de 2012. Beneficio exento para promociones especiales, menús promocionales o happy hours, no incluye pedidos telefónicos, despachos a domicilio ni take out. Descuento no válido para días festivos.",http://www.clubdelectores.cl/gastronomia/gastronomia_restaurant_detalle.aspx?id_restaurant=118
